member_id,generation,birthday,school1,major1_1,major1_2,major1_3,school2,major2,job,job_domain,company,major_data,class1,class2,class3,class4,marketing_agree,contents_agree,before_id,withdrawal
2024080022,8,20020128,제주대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080023,8,20010308,중앙대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,,FALSE
2024080024,8,20010901,한양대학교 본교,경제통상학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080025,8,19990308,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080026,8,19980708,서울시립대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070021,FALSE
2024080027,8,20011017,조지메이슨대학교,사회과학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080028,8,19990329,명지대학교 제1캠퍼스,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080029,8,20020801,명지대학교 제1캠퍼스,IT(컴퓨터 공학 포함),기타,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080030,8,20000831,이화여자대학교,자연과학,경제통상학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,2023060033,FALSE
2024080031,8,20031112,이화여자대학교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080032,8,20040319,이화여자대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080033,8,20030111,한국공학대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080034,8,20010916,성신여자대학교,사회과학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,TRUE
2024080035,8,,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,4,5,,,TRUE,TRUE,2023070033,FALSE
2024080036,8,19900907,제주대학교,의약학,IT(컴퓨터 공학 포함),,,,직장인,,매드메이드,FALSE,2,8,,,TRUE,TRUE,,FALSE
2024080037,8,20020827,동덕여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080038,8,19950503,제주대학교,사회과학,,,,,취준생,,,FALSE,4,5,,,TRUE,TRUE,2023070036,FALSE
2024080039,8,20020918,이화여자대학교,자연과학,의약학,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080040,8,20020123,국민대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080041,8,20000106,서울여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080042,8,20000927,세종대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,9,,,TRUE,TRUE,,FALSE
2024080043,8,20020614,인하대학교,자연과학,경영학,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080044,8,20000224,고려대학교 본교,인문학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080045,8,,한양대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080046,8,20000701,한국외국어대학교,인문학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080047,8,20000808,서울시립대학교,경영학,,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080048,8,20021009,이화여자대학교,경영학,경제통상학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080049,8,20030407,가천대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080050,8,20041103,연세대학교 본교,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080051,8,20041103,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080052,8,19990730,전남대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080053,8,20000612,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080054,8,20010207,숭실대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,2,4,,,TRUE,TRUE,,FALSE
2024080055,8,20030208,성균관대학교,IT(컴퓨터 공학 포함),경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,2023060053,FALSE
2024080056,8,20010904,중앙대학교 제1캠퍼스,경영학,자연과학,,,,대학생,,,FALSE,6,7,,,TRUE,TRUE,2023070054,FALSE
2024080057,8,20030104,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080058,8,19990816,한양대학교 본교,경제통상학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080059,8,20020112,서울대학교,인문학,,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,2023070055,FALSE
2024080060,8,20011205,이화여자대학교,인문학,경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080061,8,,고려대학교 본교,,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,TRUE
2024080062,8,20010726,고려대학교 본교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080063,8,20030311,고려대학교 본교,경영학,,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080064,8,20010526,성균관대학교,사회과학,경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080065,8,20010402,경희대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080066,8,19990227,한국외국어대학교,인문학,기타,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080067,8,19990830,제주대학교,사회과학,예체능,,,,취준생,,,FALSE,5,,,,TRUE,TRUE,2023070071,FALSE
2024080068,8,19950323,서울시립대학교,자연과학,,,,,취준생,,,TRUE,7,,,,TRUE,TRUE,2023070072,FALSE
2024080069,8,20020223,덕성여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080070,8,20000904,단국대학교 제1캠퍼스,자연과학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080071,8,20020916,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080072,8,20010203,숙명여자대학교,경영학,경영학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080073,8,20030810,명지대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080074,8,20010329,고려대학교 본교,경영학,인문학,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080075,8,20000530,한양대학교 본교,자연과학,,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080076,8,20000404,건국대학교 본교,의약학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080077,8,20010623,강원대학교 제2캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080078,8,19980718,명지대학교 제1캠퍼스,IT(컴퓨터 공학 포함),예체능,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,2023060076,FALSE
2024080079,8,19980330,인천대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,,FALSE
2024080080,8,20000525,경북대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080081,8,20010221,고려대학교 본교,교육학,사회과학,,대학원생,,대학원생,,,FALSE,5,,,,TRUE,TRUE,2023070083,FALSE
2024080082,8,20030409,경희대학교,경영학,,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080083,8,19990302,국민대학교,의약학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080084,8,20010928,동국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080085,8,20020418,한양대학교 본교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080086,8,20010203,숙명여자대학교,사회과학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080087,8,20021122,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080088,8,20010609,숙명여자대학교,인문학,경영학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,2023060083,FALSE
2024080089,8,20010427,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080090,8,20000915,인하대학교,인문학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,2023070093,FALSE
2024080091,8,19990811,동국대학교 본교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080092,8,20031224,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080093,8,20020124,중앙대학교 제1캠퍼스,자연과학,,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080094,8,20000720,명지대학교 제1캠퍼스,예체능,,,,,대학생,,,FALSE,5,9,,,TRUE,TRUE,,FALSE
2024080095,8,20020310,연세대학교 본교,경제통상학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080096,8,19990505,성신여자대학교,사회과학,,,,,취준생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080097,8,20010606,인하대학교,자연과학,,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080098,8,20030120,경희대학교,사회과학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,2023060092,FALSE
2024080099,8,20010216,경희대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080100,8,20000716,한국전통문화대학교,사회과학,기타,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080101,8,19991128,연세대학교 본교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080102,8,20011205,가톨릭대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080103,8,19991006,한국외국어대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080104,8,20030429,경희대학교,경영학,,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080105,8,19990531,동국대학교 본교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080106,8,20010106,숭실대학교,사회과학,경제통상학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,2023070112,FALSE
2024080107,8,19980401,경기대학교 제1캠퍼스,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080108,8,20001023,중앙대학교 제1캠퍼스,경영학,자연과학,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,2023070113,FALSE
2024080109,8,19990405,가천대학교,자연과학,경영학,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,2023070115,FALSE
2024080110,8,19970201,수원대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080111,8,19970331,세종대학교,IT(컴퓨터 공학 포함),,,,,취준생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080112,8,20000531,경희대학교,경영학,,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080113,8,20021209,숙명여자대학교,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080114,8,20010220,한양대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,5,,,,TRUE,TRUE,,FALSE
2024080115,8,20010102,인하대학교,경영학,경영학,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080116,8,20030325,한국외국어대학교,인문학,경제통상학,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080117,8,19990930,한양대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080118,8,20010810,명지대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080119,8,20020914,연세대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080120,8,20020801,동덕여자대학교,IT(컴퓨터 공학 포함),경영학,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080121,8,20010114,전북대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080122,8,20020404,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080123,8,20030614,동국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080124,8,20010827,경북대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080125,8,19930928,전남대학교 제1캠퍼스,자연과학,IT(컴퓨터 공학 포함),,,,직장인,,에이젯시스템,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080126,8,20001112,서울시립대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080127,8,20041206,충남대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080128,8,20030521,동국대학교 본교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080129,8,20010429,숙명여자대학교,교육학,경영학,,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,,FALSE
2024080130,8,19891205,배재대학교,사회과학,,,,,직장인,,jetta,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080131,8,20030304,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080132,8,20041213,서울여자대학교,사회과학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080133,8,20020318,부산대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080134,8,20030419,숙명여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,2,4,,,TRUE,TRUE,,FALSE
2024080135,8,,덕성여자대학교,IT(컴퓨터 공학 포함),법학,,,,,,,TRUE,2,6,,,TRUE,TRUE,,FALSE
2024080136,8,20041216,충남대학교,경영학,,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080137,8,20020414,인하대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080138,8,20030224,중앙대학교 제1캠퍼스,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080139,8,20010627,동덕여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,6,,,,TRUE,TRUE,,FALSE
2024080140,8,20010407,숭실대학교,경제통상학,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080141,8,20000502,숭실대학교,자연과학,,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,2023070142,FALSE
2024080142,8,19971009,경희대학교,경영학,,,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080143,8,20000922,경성대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,취준생,,,TRUE,6,7,,,TRUE,TRUE,2023060136,FALSE
2024080144,8,20010211,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023060137,FALSE
2024080145,8,20000523,연세대학교 본교,경제통상학,자연과학,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080146,8,20000425,부산대학교,자연과학,,,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080147,8,20010126,숭실대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080148,8,20000630,광운대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070147,FALSE
2024080149,8,20030715,고려대학교 분교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080150,8,20001115,서울여자대학교,자연과학,,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080151,8,20020218,전남대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080152,8,20000819,서울과학기술대학교,IT(컴퓨터 공학 포함),,,,,취준생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080153,8,20030820,중앙대학교 제1캠퍼스,인문학,경영학,,,,대학생,,,FALSE,1,4,,,TRUE,TRUE,,FALSE
2024080154,8,20000814,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080155,8,20000516,동덕여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,취준생,,,TRUE,7,,,,TRUE,TRUE,2023060147,FALSE
2024080156,8,19990211,한국외국어대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023060151,FALSE
2024080157,8,20031227,인하대학교,경영학,,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080158,8,20020824,건국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080159,8,20000814,이화여자대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,8,,,,TRUE,TRUE,,FALSE
2024080160,8,20000906,대진대학교,경영학,경영학,,,,취준생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080161,8,20011217,중앙대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080162,8,20000829,연세대학교 본교,경영학,,,,,대학생,,,FALSE,2,,,,TRUE,TRUE,,FALSE
2024080163,8,20010404,창원대학교,인문학,,,,,대학생,,,FALSE,9,,,,TRUE,TRUE,,FALSE
2024080164,8,20010522,인하대학교,경영학,자연과학,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080165,8,20030417,세종대학교,인문학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,5,7,,,TRUE,TRUE,,FALSE
2024080166,8,20021009,숙명여자대학교,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,7,9,,,TRUE,TRUE,,FALSE
2024080167,8,20030309,전북대학교,IT(컴퓨터 공학 포함),자연과학,,,,대학생,,,TRUE,9,,,,TRUE,TRUE,,FALSE
2024080168,8,20020325,이화여자대학교,자연과학,,,,,대학생,,,TRUE,9,,,,TRUE,TRUE,2023070168,FALSE
2024080169,8,20020525,고려대학교 본교,자연과학,경제통상학,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,2023070172,FALSE
2024080170,8,20011203,한양대학교 본교,IT(컴퓨터 공학 포함),예체능,,,,대학생,,,FALSE,7,,,,TRUE,TRUE,2023060168,FALSE
2024080171,8,20031015,경희대학교,자연과학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080172,8,20010924,서울시립대학교,사회과학,예체능,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080173,8,20040828,한경국립대학교,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080174,8,19981105,부산대학교,경제통상학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080175,8,20000603,한양대학교 본교,교육학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,7,,,,TRUE,TRUE,2023070179,FALSE
2024080176,8,20000417,가천대학교,자연과학,IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023070183,FALSE
2024080177,8,20010913,서경대학교,경영학,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070188,FALSE
2024080178,8,20020608,한남대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,,FALSE
2024080179,8,20040915,전남대학교 제1캠퍼스,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,TRUE,5,,,,TRUE,TRUE,,FALSE
2024080180,8,20010118,이화여자대학교,인문학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080181,8,20020904,연세대학교 본교,자연과학,,,,,대학생,,,TRUE,7,,,,TRUE,TRUE,2023070189,FALSE
2024080182,8,20021121,한국외국어대학교,경영학,,,,,대학생,,,FALSE,1,2,,,TRUE,TRUE,,FALSE
2024080183,8,20000120,중앙대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,6,,,,TRUE,TRUE,,FALSE
2024080184,8,20020205,가천대학교,의약학,,,대학원생,,대학원생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080185,8,20030428,홍익대학교 제1캠퍼스,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,1,,,,TRUE,TRUE,,FALSE
2024080186,8,20030417,이화여자대학교,경영학,,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,,FALSE
2024080187,8,20030926,이화여자대학교,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080188,8,20011111,경북대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,4,,,,TRUE,TRUE,,FALSE
2024080189,8,20000419,중앙대학교 제1캠퍼스,IT(컴퓨터 공학 포함),IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,7,,,,TRUE,TRUE,,FALSE
2024080190,8,19991109,건국대학교 본교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,2,,,,TRUE,TRUE,,FALSE
2024080191,8,20010129,서울여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,2023070197,FALSE
2024080192,8,20021118,서울과학기술대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
2024080193,8,20000831,이화여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,FALSE,8,,,,TRUE,TRUE,2023070198,FALSE
2024080194,8,20030724,강원대학교 제1캠퍼스,경영학,IT(컴퓨터 공학 포함),,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,TRUE
2024080195,8,20010404,중앙대학교 제1캠퍼스,경영학,,,,,대학생,,,FALSE,1,,,,TRUE,TRUE,,FALSE
2024080196,8,20021108,숙명여자대학교,IT(컴퓨터 공학 포함),,,,,대학생,,,TRUE,4,,,,TRUE,TRUE,,FALSE
